k,gamma,Smoothness,Curve structure
1,0.1,0.006634212934792716,0.005955208200039086
2,0.1,0.053804453172685396,0.12223382305703345
4,0.1,0.12160904378081078,0.3283211592652808
8,0.1,0.15162490120075173,0.4251474565205149
16,0.1,0.14776038169672484,0.46107091322155824
32,0.1,0.15798588750188364,0.4608140132335339
64,0.1,0.17592764448394954,0.4432117968427964
128,0.1,0.17252211205610274,0.443356354221058
128,0.16,0.16956729884630312,0.4448735720579277
64,0.16,0.16592333575396578,0.4533442200481814
16,0.16,0.1561766036693169,0.43382212800082887
32,0.16,0.14753063385307236,0.4682535534671206
4,0.16,0.07738782525099441,0.1835119451496457
2,0.16,0.0026968882852049236,0.016739813265946146
1,0.16,0.0008131207173381338,0.008772144688595274
8,0.16,0.14046682540087857,0.3578482073160324
1,0.22,-0.0024249264198163423,3.44996815825338e-05
2,0.22,-0.0015010697494842185,0.004182732628760233
4,0.22,0.033900462486375904,0.09004482604437314
8,0.22,0.10887467038233933,0.2829851643050113
16,0.22,0.15050638258084548,0.4031655620987637
32,0.22,0.16050744911534576,0.44920202865762326
64,0.22,0.1617852129634088,0.4568915227632371
128,0.22,0.17104935517759928,0.4421189632703124
32,0.28,0.15681194572352525,0.4416269571121412
128,0.28,0.1768306556696863,0.434932286062227
64,0.28,0.1617293567922124,0.45567638156560597
16,0.28,0.14275907010977457,0.3671464949487116
2,0.28,-0.0009333144363409818,-0.0007247015162801795
4,0.28,0.01249440110962724,0.03101082501408914
1,0.28,0.003684409635339281,0.00897340301920907
8,0.28,0.08495659045920445,0.19668748944587514
1,0.34,-0.003720750684691243,0.0026240324032790197
2,0.34,-0.0006939720957021556,0.0016611110567165133
4,0.34,0.004236239586410562,0.004989928154605638
8,0.34,0.05773797056555535,0.13984013137361107
16,0.34,0.12580158571011446,0.3353598569699885
32,0.34,0.150272468800494,0.43329667185237475
64,0.34,0.15939378759440226,0.4556997739136667
128,0.34,0.17927439083998092,0.4305776538808746
128,0.4,0.1860555748230252,0.42204870015947404
64,0.4,0.16182755407648092,0.45021906399384737
32,0.4,0.15308109004656573,0.4140902045136663
16,0.4,0.11410356682987038,0.28894053692657296
1,0.4,0.004228200572832297,0.002540168901358053
4,0.4,-0.0014070340146883908,0.003802886015189466
2,0.4,0.0005455931212595133,-0.0005019767957982757
8,0.4,0.03956232354307526,0.0861859547260807
32,0.46,0.14830613082484967,0.39665385186085544
128,0.46,0.18525938194847952,0.420629176983977
64,0.46,0.16693003565883563,0.4410823163654647
16,0.46,0.09724665879223338,0.2466613615254184
2,0.46,0.000419014442099519,0.0036340027156184784
4,0.46,0.0013227296274064826,0.0076856302263692555
1,0.46,0.0021114030859071264,0.004432307680168335
8,0.46,0.0237292622092366,0.05134737000852496
1,0.51,-0.0008291209870730509,0.0022236697055760257
64,0.51,0.16309264895272435,0.44143968585304727
32,0.51,0.14226714242506983,0.37987835399252434
16,0.51,0.08326272850478172,0.2064741246740663
128,0.51,0.1959539598969961,0.4079346785344101
4,0.51,-0.0006234684241379074,0.004969339616883672
2,0.51,0.0018644523313270378,-0.0028647600808924256
8,0.51,0.014224004102301235,0.035088402270726016
1,0.57,0.0006172119190031577,-0.0028544929857858836
4,0.57,-0.003470990306436772,0.003488526427941896
8,0.57,0.005914497492626458,0.012027443465743137
16,0.57,0.07171635980631225,0.17004955228340668
32,0.57,0.12937973114363216,0.3623568470384162
64,0.57,0.16992079597872728,0.4295457313704198
128,0.57,0.18939912148525834,0.41168513324515627
2,0.57,0.0012810915907829346,0.0004130012354551793
32,0.63,0.12714560598443808,0.33520791999488403
128,0.63,0.1877242392195258,0.40872612298928934
64,0.63,0.16347119024610673,0.42768942402310994
16,0.63,0.055422758550183415,0.1357806447864492
4,0.63,0.0026985873224557033,0.0020114587893741986
2,0.63,-0.0002197722316806816,-0.0022464067367416463
1,0.63,-0.001235395752730073,-0.0012142963589061861
8,0.63,0.002044650447810492,0.011238179410362759
64,0.69,0.16414035917457542,0.4197227130332537
32,0.69,0.11939240517327121,0.3123321310901727
16,0.69,0.04812482827768533,0.10471010604944686
128,0.69,0.18867325609993874,0.40471096975342646
4,0.69,0.0009619154327251134,0.002434497937350899
2,0.69,0.0015948779521523515,0.00255111802677499
1,0.69,-0.0011398557209444382,-0.006025197417418915
8,0.69,0.005523142985768337,0.007031397592425492
1,0.75,-0.0013092295478109306,0.00010842655903753329
2,0.75,0.0060200597334280626,0.003864756587134144
4,0.75,-0.0010217919067515013,0.0033922708509044885
8,0.75,6.828831379757094e-06,-0.003190411034029006
16,0.75,0.0358178552221437,0.08294370501244491
32,0.75,0.11559829804616245,0.2881232327431854
64,0.75,0.15573158520716185,0.4178659512635474
128,0.75,0.1865387259198043,0.40248684299468335
32,0.81,0.10862439238999627,0.26955143238737866
128,0.81,0.1851265511808084,0.39863014337840635
64,0.81,0.1496245594732712,0.41315104767750904
16,0.81,0.029296965002054476,0.062169548022895094
2,0.81,-0.00029482199483898963,-0.0008026248659135371
4,0.81,0.0021014293542305773,0.0005926821207465904
1,0.81,-0.0011591261154992316,-0.00537484319951631
8,0.81,0.002128365582557079,0.003683674936055259
1,0.87,-0.00014204284791113908,0.00046324687921495133
2,0.87,0.004563791933645256,-0.0014009135716795962
4,0.87,0.0016176388642059614,-0.0014135001520401702
8,0.87,0.00021247460250189976,-0.00416699751282168
16,0.87,0.023827627783606975,0.04185122120679191
32,0.87,0.09804506005792579,0.24784168766967518
64,0.87,0.15135673572032043,0.40183758120608926
128,0.87,0.18760357889294416,0.39293933702301775
128,0.93,0.18070415491409214,0.39334328100795674
64,0.93,0.14561676216280406,0.39233062419915954
32,0.93,0.08803398221970843,0.2287163419932135
16,0.93,0.017848174763528235,0.03377172491589936
2,0.93,0.00018249689177762818,0.0017947660161584111
4,0.93,-0.0015767081251431558,0.0053742022137113765
1,0.93,-0.0002001675872240205,0.0028480491420986853
8,0.93,-0.0044835657494884384,0.0008692816246179125
64,0.99,0.14341681676117063,0.38773531713052434
128,0.99,0.17950183968844208,0.38959842142020695
8,0.99,-0.0017450459836498289,-0.0012230962834193226
32,0.99,0.08743912859523473,0.20513545710459502
16,0.99,0.010340683733607692,0.025995969374055683
4,0.99,0.0005720737548133847,0.007115911485855331
2,0.99,0.00133141664859876,0.0008768039058933974
1,0.99,-0.0025395002704882708,-0.0007593022624822199
64,1.05,0.13790163657460147,0.3784751294020494
32,1.05,0.07496823106844502,0.18651417438917434
16,1.05,0.0077571120873596855,0.017789722973809596
128,1.05,0.17124113776915145,0.3914897540599332
4,1.05,0.00490690401585453,0.00323492477093984
2,1.05,0.0018508996122327814,0.0007010126727637345
1,1.05,5.6997711307626986e-05,0.0006477130657491781
8,1.05,-0.001956601632134236,0.0014244836923589244
1,1.11,0.00015632611322397016,0.002099174826744321
2,1.11,0.00036509889763414183,0.002951593158861898
4,1.11,0.00010986730236939302,-0.001255683205095226
8,1.11,-0.001211002073275791,0.010280239088429621
16,1.11,0.010955815020789628,0.006506104805134361
32,1.11,0.06997686100336231,0.1620833133652017
64,1.11,0.1356744338931659,0.3617646643958864
128,1.11,0.16722834857047658,0.3880503224581409
128,1.17,0.1641855337362454,0.38734276181400784
64,1.17,0.1357450421908653,0.3567328936722095
32,1.17,0.06787876728587755,0.14637569678354434
16,1.17,0.004425232143021762,0.009892231637445681
8,1.17,-0.00220248956921526,0.0011769152090099766
2,1.17,-0.001341098490084791,-0.006739125916021826
4,1.17,-0.0018637040534169036,-0.006695813883169477
1,1.17,-0.0005454843776523943,-0.006490667591147192
1,1.22,-0.001069026318228139,0.0011266360524220809
2,1.22,0.001428549531575063,-0.004638949085855104
4,1.22,0.0023244120361206044,0.00016434040137702777
8,1.22,-0.002785179497806378,-0.0024436503277665
16,1.22,0.0065647349836608915,0.0008021747004046675
32,1.22,0.05741052352195514,0.13083172021322265
64,1.22,0.12949570876418198,0.3416530990662025
128,1.22,0.15294911527878124,0.3906222160894197
2,1.28,-0.003140465685705307,-0.0014717030297461964
128,1.28,0.15976847624426777,0.37701242461496076
64,1.28,0.1268991406752214,0.332247836972141
32,1.28,0.04547370384080457,0.11621940041672718
1,1.28,0.005213637383947811,-0.0050663085818774545
8,1.28,0.0013886728434742701,-0.0013157657869048989
4,1.28,-0.0027371278645461072,-0.0032891037690139235
16,1.28,-0.0006209405216949793,0.001780284800345311
16,1.34,0.0008065530832415124,-0.00425058931877309
64,1.34,0.12308388940393294,0.3196315195553292
32,1.34,0.04281130230779251,0.0995870396657832
128,1.34,0.1502316348361356,0.3793799461676743
8,1.34,0.002678289937389333,-0.004472881711095611
2,1.34,-0.0007709409485361918,-0.0021558338281837397
1,1.34,-0.0027746261430301455,0.007818220912907181
4,1.34,-0.004437480757706058,0.0004013660791241658
64,1.4,0.11756614362942436,0.3077102817619699
32,1.4,0.03471998763281109,0.0854181904532324
16,1.4,0.0034139236874805023,0.0004859603910330468
128,1.4,0.14666377642892903,0.37455106916073705
4,1.4,-0.00033102450672645167,0.00030066353463154005
2,1.4,0.0005154231490023253,-0.009889120512998228
1,1.4,0.001596029287788736,-0.0017523738403906197
8,1.4,-0.0008294900052540632,0.009865540182471988
1,1.46,0.0010691632611349866,0.0015750628089977736
2,1.46,-0.003802386188627549,-0.0027605498514134408
4,1.46,7.750583517690535e-05,-0.0031954449908902505
8,1.46,0.004970513197249782,0.0008633453493863685
16,1.46,-0.001735704293882534,-0.0004143269863202126
32,1.46,0.028548576346125898,0.0752297172002781
64,1.46,0.11648137782517087,0.296891911629274
128,1.46,0.15057397807363848,0.36622485342135014
32,1.52,0.024829926926194845,0.062720137320871
64,1.52,0.11199427332624373,0.2821187408682687
16,1.52,-0.0035413000092426317,0.0036037482506017238
128,1.52,0.1448776976368421,0.3639032191680348
4,1.52,-0.003222662163047063,-0.002454674473478413
2,1.52,-0.0015370478194608461,-0.002428984716493776
1,1.52,0.0015482741993476101,-3.9116458219967676e-05
8,1.52,0.0006951187618747245,0.002786622951175155
64,1.58,0.1096017685204676,0.26937700927419994
32,1.58,0.025817897674073664,0.05829486100301062
16,1.58,-0.001263434971484012,-0.004685404376443325
128,1.58,0.14262860153677093,0.35957450985900874
4,1.58,0.0021467609709819313,0.0001247300894808845
2,1.58,0.0011958624904794268,0.0024239448883638937
1,1.58,-0.0008348847502063217,0.0070869650113168925
8,1.58,0.00013308894407421112,-0.0003509722826338657
1,1.64,-0.0013173227129049114,0.0004470476788158706
2,1.64,0.001237930124190989,-0.005530324142861809
4,1.64,-0.00048292755627582507,-0.0005963689928422111
8,1.64,0.00047453847658573967,0.003515139974609671
16,1.64,0.001359431254178145,-0.0006140343673489146
32,1.64,0.02225700379097978,0.042249406370361675
64,1.64,0.10826588436586199,0.2604141740941298
128,1.64,0.13701528244965339,0.3540280091016949
32,1.7,0.016360746731064413,0.03667650533780353
128,1.7,0.1360696860957894,0.349553304153074
64,1.7,0.10082069070616495,0.24465779489922898
16,1.7,0.0005509302469404176,0.0021977235989634747
8,1.7,-0.0012834352159141749,-0.0028928713411564555
4,1.7,-0.0014655049698344969,0.0017508839239994134
2,1.7,0.00035305410395297665,-0.0050922576977630585
1,1.7,-0.0020057006977057257,0.002897903932553625
64,1.76,0.10154011660912088,0.2314047415480122
32,1.76,0.013664047838853721,0.028296151344530618
16,1.76,0.0015114180127246413,0.005636244828016834
128,1.76,0.13383056617016448,0.3457998238525704
4,1.76,0.00021568972107766093,0.0046147110941164304
2,1.76,0.0013148968143691375,-0.0023895059153464793
1,1.76,-0.003716075035005595,0.004410141678336865
8,1.76,0.0013710817267468811,-0.005844105968277946
1,1.82,0.003176968941182967,-0.004552120678907534
2,1.82,0.0046998441047072514,0.0028799339843376126
4,1.82,-0.0034337362028282747,0.0031926348594121245
8,1.82,-0.002229888907554989,0.0010865856769259885
16,1.82,0.002427298032883274,-0.006176945282256541
32,1.82,0.01300392625304192,0.02637714108024608
64,1.82,0.091246868277711,0.22273502250138183
128,1.82,0.12860255245097885,0.34003567960808
32,1.88,0.011233865139485544,0.021564728168026903
64,1.88,0.0880246829720372,0.2141542074724978
16,1.88,-0.0013324136371358763,-0.0032838311210621196
128,1.88,0.13653647404052338,0.32399182543638855
4,1.88,0.0015672739568622363,0.0020273430709195073
2,1.88,-0.0006852316226483857,0.007557390740671077
1,1.88,-0.0011687983858716389,-0.002850932209557011
8,1.88,-0.0012668833655080092,0.003121123597165487
64,1.93,0.08286341370075873,0.19989741666252292
32,1.93,0.009641646113804636,0.02428326213626414
16,1.93,-0.0042124659603762216,-0.005974409493555433
128,1.93,0.13207581539704838,0.3223308003911245
4,1.93,0.004616809855415627,-0.0024647268335628025
2,1.93,0.0001815070243745276,0.00021384813304536898
1,1.93,-0.0011134811915949894,-0.00430397321074294
8,1.93,-0.001693723316269602,0.0003031981182515242
1,1.99,-0.0003803379336121404,-0.008778314687361732
2,1.99,-0.005164496911997329,0.005972258612076509
4,1.99,0.00353950935969477,0.004574308701180918
8,1.99,0.00037845524845686596,0.001095287378895804
16,1.99,0.00046147237862220747,-0.00456587089837851
32,1.99,0.008147184897739967,0.02107973072509778
64,1.99,0.08159345040496407,0.1894528221343906
128,1.99,0.1294228514476795,0.31063669485875495
32,2.05,0.0037713875381233386,0.010419807565231365
64,2.05,0.08069237713551242,0.17626317295427618
16,2.05,-0.0019235832374323025,-0.0024624842285781434
128,2.05,0.12628585872710701,0.3103658665247059
4,2.05,-0.0018705067034821554,-0.002685229821156432
2,2.05,-0.0008528580029701915,0.0012044106558170564
1,2.05,-0.00010241918019088248,0.00026493970069318973
8,2.05,0.007383849146946342,0.0019513108257768752
1,2.11,0.0013522604779439562,-0.002985607170858884
2,2.11,-0.0006872129667659377,0.0004427371881737807
4,2.11,0.00036202796484574584,-0.002227986785669378
8,2.11,0.0002154668488486,0.0012065578440429992
16,2.11,3.9238532052510156e-05,0.003362555484914931
32,2.11,0.004083733718365956,0.012231393216909914
64,2.11,0.07240024296980602,0.17041025785723468
128,2.11,0.12370046731185946,0.30358191288335995
128,2.17,0.1220380597549528,0.290958961759549
64,2.17,0.06965487115478808,0.15993549453845507
32,2.17,0.003076570231885123,0.007247766240409681
16,2.17,0.0004258935978144751,-0.006042601733290853
8,2.17,0.0027802807641414407,0.004389228593661643
2,2.17,-0.0029660726985801245,-0.00541190671548103
1,2.17,-0.002649881224650874,-0.0002070866970461105
4,2.17,-0.00010101500762865756,-0.010991227268141834
1,2.23,-0.002961761467148938,-0.00343361850487911
2,2.23,0.00048099506980220363,0.005188983739140229
4,2.23,-0.003511821586632824,-0.007275876765757028
8,2.23,0.0026249365031673078,0.0016204074109362754
16,2.23,0.0002775842511394955,-0.0008463211196341747
32,2.23,0.00557161299337372,0.0039631047081992166
64,2.23,0.06178133680740716,0.15066650223563421
128,2.23,0.11558113418066646,0.2921216489096075
32,2.29,-0.00011730041839969063,0.0031153879278648655
64,2.29,0.0586866222210784,0.14220658203226655
128,2.29,0.11597079607859279,0.28285627116070616
16,2.29,-0.0017871505916585706,-0.0074960352893650994
2,2.29,-0.0011321509884934522,0.0012086964380073617
4,2.29,-0.0070411565843412904,-0.005576573815166963
1,2.29,-0.0017113320340762517,0.0002884962789048706
8,2.29,-0.0023325610837813815,-0.0026755582256601795
1,2.35,0.003838361719091521,0.0007218450284612876
2,2.35,-0.0019713327157466765,-0.0013487284117099652
4,2.35,-0.004695386604890661,-0.00017585553716037428
8,2.35,-0.0005021129494998666,0.0008767448478173567
16,2.35,-0.0035794132769109144,-0.0027447330643299295
32,2.35,-0.00022972305617741107,0.0020992706347427448
64,2.35,0.05259000204433545,0.13786374510306926
128,2.35,0.11203178146150844,0.2760987702813794
128,2.41,0.11043120948158913,0.27216904553896826
64,2.41,0.05335931499753799,0.12267984384778102
32,2.41,-0.0002578357676859544,0.0035572112387036725
16,2.41,0.0012402071367430545,-0.0017312216751213527
1,2.41,-0.002486284152570517,0.001725507267442139
4,2.41,-0.0010986346738521835,-0.008449681931133268
2,2.41,-0.0005646288784089681,0.004861117265377468
8,2.41,0.0009662920820779908,0.0015000560018740838
32,2.47,-0.0024799791168924057,0.0022326167193509328
128,2.47,0.11164841287758348,0.2610324702885164
64,2.47,0.04485168169983139,0.12546246937214675
16,2.47,0.0021104820657529832,-0.00803300237421628
8,2.47,-0.002485995814535069,-0.0012174510169676855
4,2.47,-0.004707358403809259,-0.0028830047792893776
2,2.47,0.0011663348901909676,-0.0009202076590393848
1,2.47,-0.0018809463999672205,0.0031572187515833683
64,2.53,0.04573026554831966,0.10505326947354882
32,2.53,0.0032124906217920746,-0.0016493128513847544
16,2.53,0.00024386848630714164,0.0017719886289783715
128,2.53,0.10692538688835113,0.25097788631127005
4,2.53,-0.0036576944502415,-0.004442986780946734
2,2.53,0.00013451799805253017,-0.0022644068613367208
1,2.53,0.001965357953693625,-0.004083854161352873
8,2.53,0.0005918912447547275,-0.008868594386407636
1,2.59,0.00010612852392971606,0.0024418293405957803
2,2.59,0.0016229372701669353,0.0066787380653721695
4,2.59,-0.0020752235612864767,-0.001011561732672972
8,2.59,-0.002130118738739195,0.0026180045003850183
16,2.59,0.002799382331569844,-0.0015572113508109386
32,2.59,-0.002410945788105856,-0.010264499526991044
64,2.59,0.042319306522654754,0.10600943972973792
128,2.59,0.108374971489339,0.24929913362379075
32,2.64,0.003239863580822233,-0.0074414081729031745
128,2.64,0.11014391206280916,0.23349945305504943
16,2.64,-0.0005813512379928554,0.0005973219531347773
64,2.64,0.03829609666960504,0.09242129956818546
4,2.64,-0.00019631421637511526,0.0042754195742953915
2,2.64,0.002365311875343945,-0.0012128139154543582
1,2.64,0.0013786886161006318,0.004142152457727422
8,2.64,0.006149169022987455,0.002190231763119832
64,2.7,0.03676472347798865,0.09263501075683522
32,2.7,-0.004280910516174075,-0.004343318784081673
16,2.7,-0.0032340249789011843,-0.0015639861509223474
128,2.7,0.10557885530414696,0.23234572157541422
4,2.7,0.0036201776798627794,-0.003805649331727501
2,2.7,-0.0023208544412198218,-0.009244640083399758
1,2.7,-3.7745304089786824e-05,0.0018058940848392768
8,2.7,-0.0045034527129590995,-0.0028216062403105813
1,2.76,-0.0022355994927163447,-0.005373795118559566
2,2.76,-1.3984757670726378e-05,-0.0022958999722386686
4,2.76,0.0006176609924282705,-0.00258774076535645
8,2.76,-0.0013038937798863226,0.0028762836144270443
16,2.76,-0.0014398908605914307,-9.127609058534603e-05
32,2.76,0.0011737260833090124,-0.0041753810132415525
64,2.76,0.036928764839641526,0.08166472929341773
128,2.76,0.09642288341269806,0.22882920691517472
128,2.82,0.09493521758805185,0.22233123072836763
64,2.82,0.03594341331015499,0.07961720099731512
16,2.82,0.0020725722477388797,0.003108459325383728
32,2.82,-0.0022717205999917,-0.003370855451413357
4,2.82,-0.0007983185441705065,-0.00036160878854268885
2,2.82,0.0052715857437024005,-0.0008917733507467496
1,2.82,0.00382149183902053,-0.004937006582592662
8,2.82,0.00024467863505645004,-0.0029032255719901867
1,2.88,0.0005353105330145325,-0.006638229225913117
2,2.88,0.0020425140649970586,0.0020110648171062784
4,2.88,0.00020225024306974593,0.0033461272181957713
8,2.88,-0.004450761021001948,-0.008591126182382447
16,2.88,0.0011151296658022392,-0.00336468646814464
32,2.88,0.0015024802402708315,-0.0015493408470998449
64,2.88,0.034326503367983874,0.0679914022553324
128,2.88,0.09989174605401124,0.2121734412085135
128,2.94,0.09245683849811603,0.2084295869858389
64,2.94,0.031682364032751875,0.06521012313702279
32,2.94,0.0011857897767276193,-0.0052286099701246425
16,2.94,-0.001098291278045227,0.0010511756011607476
2,2.94,-0.0007723071089485445,-0.00018320161017298942
